player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Anthony Dixon,5696,HB,SF,8,29,1,0,0.0,0,0,87,0,1,1,50,11.5,0,6,28,0,0,79.4,66.2,75.9,,75.3,62.5,64.9,56.9,9,0,6,1,4,43,0,0,1,30,2,87,50,1.72,3.0,1.5,0
Sammy Morris,678,HB,DAL,3,28,3,1,15.3,15,0,98,1,1,3,87,37.7,2,7,9,0,0,79.7,69.8,77.5,,53.1,54.5,74.2,58.1,15,0,13,5,37,32,0,0,7,33,0,98,87,3.11,3.5,0.35,0
Christian Ponder,6164,QB,MIN,11,28,0,0,0.0,0,1,6,0,0,0,3,0.0,11,14,18,6,0,60.2,51.9,87.5,50.0,,58.1,64.3,60.8,28,3,0,0,3,215,204,21,0,7,0,210,14,0.5,7.5,0.0,0
Jacob Hester,4383,FB,SD,16,28,2,1,17.8,16,0,90,1,0,2,40,7.1,3,8,27,2,0,24.1,52.1,46.7,,54.1,30.9,61.7,65.3,16,2,48,12,87,226,0,0,16,40,0,90,40,1.43,3.2,0.55,0
Philip Rivers,1725,QB,SD,16,27,2,0,0.0,0,0,-13,0,0,2,1,0.6,2,7,27,9,0,62.8,78.5,57.5,79.6,,,35.3,60.0,15,3,0,0,0,422,49,9,0,18,1,36,3,0.11,1.3,,0
John Skelton,5678,QB,ARZ,8,27,1,0,0.0,0,0,-2,0,0,0,0,0.0,5,11,1,3,0,70.3,35.8,30.3,37.8,,,47.8,60.2,14,2,0,0,0,170,128,17,0,10,0,126,70,2.59,4.7,,0
Matt Cassel,2447,QB,KC,9,25,1,0,0.0,0,0,-4,0,0,0,0,0.0,2,5,16,4,0,69.5,64.1,68.4,63.8,,,56.4,60.2,11,2,-4,1,0,249,103,18,1,8,0,99,50,2.0,4.0,,0
Steve Slaton,4403,HB,MIA,6,24,7,1,33.3,28,0,84,0,0,7,47,50.8,2,3,17,0,0,78.8,65.1,74.4,,44.7,59.2,66.6,60.0,28,0,3,3,21,28,0,0,4,27,1,84,47,1.96,3.5,0.14,0
Jerious Norwood,3024,HB,SL,7,24,0,0,0.0,0,1,61,0,0,0,36,0.0,1,1,26,0,0,78.5,36.2,0.0,38.3,26.5,64.6,48.4,60.0,10,2,0,0,15,25,0,0,1,24,0,61,36,1.5,2.5,0.0,0
Dion Lewis,6301,HB,PHI,10,23,5,1,19.6,20,0,102,0,0,5,80,72.5,2,5,24,0,0,78.1,60.7,75.2,,21.6,55.5,65.2,60.0,20,0,-3,1,10,25,0,0,1,24,1,102,80,3.48,4.4,-0.3,0
Joe Webb III,5722,QB,MIN,11,22,4,1,10.4,16,0,27,1,0,4,17,43.6,3,9,18,1,0,53.2,43.9,0.0,39.9,,47.6,70.2,64.4,65,2,9,1,25,53,127,10,4,13,2,154,47,2.14,7.0,0.36,0
Mewelde Moore,1840,HB,PIT,12,22,5,3,33.1,52,0,157,1,3,5,85,93.7,6,6,25,2,0,22.4,68.9,4.7,,81.5,56.2,73.9,57.2,21,1,104,11,55,32,0,0,14,33,0,157,85,3.86,7.1,1.89,0
Phillip Tanner,6420,HB,DAL,4,22,4,1,22.4,17,0,76,0,0,4,57,43.2,1,5,9,0,0,77.9,68.9,74.2,,73.9,55.9,70.2,58.4,17,0,19,2,20,26,0,0,2,24,1,76,57,2.59,3.5,0.95,0
Matthew Stafford,4924,QB,DET,16,22,1,0,0.0,0,0,8,0,0,1,7,7.0,2,6,11,4,0,82.4,73.3,47.5,73.6,,,46.6,60.0,22,5,0,0,0,333,73,12,0,10,0,81,50,2.27,3.7,,0
Tony Romo,1693,QB,DAL,16,21,0,0,0.0,0,0,-11,0,0,0,2,0.0,2,4,9,4,0,70.4,74.6,42.3,76.1,,,35.7,60.0,17,5,0,0,0,377,51,7,0,14,1,40,4,0.19,1.9,,0
Drew Brees,802,QB,NO,16,21,2,0,0.0,0,0,0,0,0,0,2,0.0,2,5,20,0,0,92.3,93.0,37.7,92.4,,,59.4,60.0,20,5,0,0,0,388,86,13,0,8,1,86,52,2.48,4.1,,0
Chester Taylor,1182,HB,ARZ,12,20,1,1,44.2,34,0,77,4,3,1,64,37.6,1,4,1,0,0,79.0,56.9,83.7,,70.8,38.2,65.3,60.0,34,0,91,14,123,21,0,0,23,34,1,77,64,3.2,3.9,0.74,0
Rex Grossman,1338,QB,WAS,13,20,0,0,0.0,0,0,-13,0,0,0,1,0.0,0,2,32,7,0,64.3,59.1,0.0,62.5,60.9,,38.4,60.0,6,12,0,0,0,353,16,4,0,16,1,3,3,0.15,0.2,,0
Matt Hasselbeck,408,QB,TEN,16,20,1,1,40.4,21,0,8,0,0,0,2,0.0,2,4,31,4,0,90.3,69.3,64.4,69.1,,,49.6,60.0,21,2,0,0,0,356,44,7,0,13,0,52,3,0.15,2.6,,0
Brad Smith,3048,WR,BUF,15,19,1,1,21.7,18,0,83,3,5,1,44,33.1,2,7,4,0,0,80.4,55.0,61.4,50.2,,53.5,66.4,63.2,18,2,240,23,264,117,0,0,41,42,1,83,44,2.32,4.4,0.91,0
Sam Bradford,5526,QB,SL,10,18,0,0,0.0,0,0,-22,0,0,0,0,0.0,2,3,26,9,0,48.7,59.6,56.4,63.0,,58.4,28.3,60.2,17,3,0,0,1,246,47,5,0,13,0,25,1,0.06,1.4,0.0,0
Jay Cutler,2956,QB,CHI,10,18,0,0,0.0,0,0,-2,0,0,0,0,0.0,3,4,6,7,0,41.5,68.4,53.1,71.4,60.9,,29.8,60.4,12,2,0,0,0,250,56,8,0,10,1,54,13,0.72,3.0,,0
Jason Campbell,2242,QB,OAK,6,18,0,0,0.0,0,0,-2,0,0,0,3,0.0,2,8,23,3,0,59.5,71.7,85.5,75.3,,,35.5,60.2,17,0,0,0,0,164,62,8,0,10,2,60,10,0.56,3.3,,0
Brandon Saine,6756,HB,GB,6,18,1,0,0.0,0,0,69,0,0,1,49,9.7,1,1,12,0,0,78.1,68.0,78.2,,78.7,72.2,64.5,58.0,10,0,69,10,33,27,0,0,11,28,0,69,49,2.72,3.8,2.09,0
Kevin Faulk,470,HB,NE,6,17,0,0,0.0,0,1,57,1,2,0,26,12.7,0,1,19,0,0,77.4,57.8,0.0,,79.8,53.3,60.8,59.1,9,1,34,7,53,21,0,0,9,24,0,57,26,1.53,3.4,0.64,0
Marcel Reece,4702,FB,OAK,12,17,3,2,41.1,46,0,112,0,1,3,67,35.8,6,7,23,1,0,35.1,74.6,86.3,,84.1,75.7,73.8,57.1,26,0,315,27,153,150,0,0,34,44,0,112,67,3.94,6.6,2.06,0
Jamie Harper,6282,HB,TEN,10,17,1,0,0.0,0,0,46,0,3,1,21,23.5,1,4,31,1,0,25.6,49.4,76.8,,45.2,61.7,47.2,56.6,12,0,32,4,27,24,0,0,6,21,1,46,21,1.24,2.7,1.19,0
Kevin Kolb,3652,QB,ARZ,9,17,0,0,0.0,0,0,7,0,0,0,2,0.0,2,6,1,7,0,46.3,59.5,0.0,60.7,,,55.9,60.0,17,5,0,0,0,193,58,8,0,9,0,65,15,0.88,3.8,,0
Curtis Painter,5125,QB,IND,9,17,0,0,0.0,0,1,-16,0,0,0,0,0.0,6,7,14,5,0,51.6,41.4,0.0,44.1,,,49.3,60.0,24,5,0,0,0,177,106,9,0,8,0,90,26,1.53,5.3,,0
Brian Leonard,3668,HB,CIN,13,17,2,0,0.0,0,0,85,1,5,2,40,42.2,3,5,7,0,0,79.5,69.7,86.0,,68.9,73.8,67.5,60.1,14,0,210,22,130,21,0,0,29,39,0,85,40,2.35,5.0,1.62,0
Vince Young,2948,QB,PHI,6,17,1,0,0.0,0,0,-3,0,0,0,1,0.0,3,4,24,2,0,56.0,51.0,83.5,51.1,,,53.3,60.0,13,2,0,0,0,71,79,13,0,4,0,76,19,1.12,4.5,,0
Lex Hilliard,4518,FB,MIA,16,16,1,0,0.0,0,0,41,0,0,1,24,7.1,0,9,17,0,0,77.1,58.7,18.4,,70.9,58.0,64.7,53.6,4,1,49,5,46,119,0,0,6,21,1,41,24,1.5,2.6,1.07,0
Carson Palmer,1317,QB,OAK,10,16,0,0,0.0,0,0,-3,0,0,0,2,0.0,1,5,23,2,0,88.1,66.3,70.2,67.6,,,30.0,60.0,10,2,0,0,0,264,23,5,0,11,1,20,5,0.31,1.3,,0
Taiwan Jones,6277,HB,OAK,8,16,4,0,0.0,0,0,73,1,0,4,64,88.9,2,2,23,0,0,77.1,78.5,73.8,,75.1,39.0,80.7,60.1,14,0,25,2,7,22,0,0,3,18,0,73,64,4.0,4.6,3.57,0
Jonathan Dwyer,5711,HB,PIT,3,16,3,1,61.8,76,0,123,0,0,3,32,35.3,1,2,25,0,0,76.0,59.1,73.6,,74.4,63.2,58.4,58.5,76,0,6,1,3,22,0,0,1,17,0,123,32,2.0,7.7,2.0,0
Matt Schaub,1811,QB,HST,10,15,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,3,13,3,0,82.4,78.5,88.1,79.7,,,33.9,60.0,3,0,0,0,0,352,13,5,0,10,2,9,0,0.0,0.6,,0
Shane Vereen,6208,HB,NE,3,15,3,1,33.3,19,0,57,0,0,3,65,86.7,2,2,19,0,0,75.8,68.7,73.7,,73.7,56.0,67.5,59.7,19,0,0,0,3,20,0,0,0,15,1,57,65,4.33,3.8,0.0,0
Le'Ron McClain,3753,FB,KC,16,15,1,0,0.0,0,1,51,2,0,1,27,6.2,2,3,16,0,0,78.1,67.1,53.5,,78.7,66.0,62.0,61.8,12,1,82,14,96,231,0,0,19,29,1,51,27,1.8,3.4,0.85,0
Armando Allen,6723,HB,CHI,2,15,1,0,0.0,0,0,48,0,0,1,34,15.1,2,3,6,0,0,75.5,67.7,72.1,,74.3,56.3,66.6,,13,0,0,0,5,15,0,0,1,15,0,48,34,2.27,3.2,0.0,0
Chad Henne,4371,QB,MIA,4,15,1,0,0.0,0,0,5,0,0,0,1,0.0,6,7,17,0,0,87.6,75.1,83.6,73.1,,,66.4,60.0,20,0,0,0,0,82,103,11,0,4,1,108,28,1.87,7.2,,0
Mossis Madu,6730,HB,TB,5,15,1,1,27.3,15,0,55,0,1,1,26,13.9,1,3,30,0,0,77.3,67.0,78.3,,41.9,66.6,69.3,,15,0,72,10,38,15,0,0,12,25,0,55,26,1.73,3.7,1.89,0
Jerome Harrison,3090,HB,DET,4,14,2,0,0.0,0,0,41,0,0,2,20,19.0,0,3,11,0,0,75.3,62.1,76.2,,75.3,52.8,64.0,60.0,9,0,3,1,18,15,0,0,2,15,0,41,20,1.43,2.9,0.17,0
Donovan McNabb,438,QB,MIN,6,14,0,0,0.0,0,0,-6,0,0,0,0,0.0,3,5,18,1,0,89.9,70.5,85.5,69.3,,,60.1,60.6,23,0,0,0,0,161,65,8,0,6,1,59,0,0.0,4.2,,0
T.J. Yates,6304,QB,HST,6,14,0,0,0.0,0,0,4,0,0,0,0,0.0,3,3,13,5,0,47.8,60.9,52.6,64.1,,,40.9,60.2,17,1,0,0,0,151,53,7,0,7,0,57,33,2.36,4.1,,0
Jeremiah Johnson,5484,HB,DEN,7,14,2,1,32.5,25,1,77,1,2,2,33,44.9,3,4,10,0,0,76.5,68.1,77.3,,26.3,58.8,74.6,60.7,25,1,62,7,32,29,0,0,9,21,0,77,33,2.36,5.5,1.94,0
Spencer Larsen,4497,FB,DEN,16,14,0,0,0.0,0,0,44,0,0,0,25,0.0,0,3,10,0,0,76.9,65.2,83.2,,74.6,73.3,70.7,52.6,6,0,76,9,45,174,0,0,9,23,0,44,25,1.79,3.1,1.69,0
John Conner,5662,FB,NYJ,16,13,0,0,0.0,0,1,44,1,0,0,16,0.0,1,7,22,0,0,75.2,68.2,85.9,,59.8,37.8,68.7,72.7,13,2,9,2,89,222,0,0,4,15,1,44,16,1.23,3.4,0.1,0
Matt Flynn,4523,QB,GB,5,13,0,0,0.0,0,0,-9,0,0,0,0,0.0,0,1,12,1,0,57.2,70.1,81.2,74.8,,,45.7,60.0,3,0,0,0,0,55,3,1,0,12,1,-6,0,0.0,-0.5,,0
Caleb Hanie,4674,QB,CHI,6,13,0,0,0.0,0,0,1,0,0,0,1,0.0,3,5,6,1,0,63.7,54.8,9.7,50.8,,,78.0,60.3,24,2,0,0,0,118,97,12,0,1,0,98,28,2.15,7.5,,0
Lorenzo Booker,3687,HB,MIN,12,13,0,1,48.1,25,0,52,2,2,0,29,21.2,2,3,18,2,0,17.5,39.6,81.3,,58.1,44.5,31.3,60.0,25,0,82,8,56,15,0,0,10,21,0,52,29,2.23,4.0,1.46,0
Bilal Powell,6278,HB,NYJ,2,13,0,0,0.0,0,0,22,0,0,0,16,0.0,0,1,22,1,0,22.9,42.5,72.5,,78.0,59.9,40.7,,6,0,7,1,6,13,0,0,1,14,1,22,16,1.23,1.7,1.17,0
Vonta Leach,2100,FB,BLT,16,12,0,0,0.0,0,0,35,1,2,0,18,11.1,0,9,3,0,0,77.8,73.5,36.6,,79.8,58.8,60.9,74.3,6,2,69,15,128,376,0,0,22,27,0,35,18,1.5,2.9,0.54,0
Jamaal Charles,4387,HB,KC,2,12,3,2,55.4,46,0,83,0,0,3,35,51.5,3,3,16,1,0,24.0,65.0,73.4,,73.4,69.8,61.7,,24,0,9,5,20,12,0,0,6,17,0,83,35,2.92,6.9,0.45,0
Josh McCown,1085,QB,CHI,3,12,0,0,0.0,0,0,0,0,0,0,1,0.0,1,5,6,2,0,47.9,50.1,0.0,51.3,,,57.7,60.0,28,2,0,0,0,63,68,9,0,3,0,68,32,2.67,5.7,,0
Johnny White,6285,HB,BUF,5,12,0,0,0.0,0,0,38,1,0,0,22,0.0,1,1,4,0,0,74.9,55.4,76.4,,73.4,32.9,63.3,60.0,13,0,-3,1,12,15,0,0,3,13,0,38,22,1.83,3.2,-0.25,0
Kyle Orton,2323,QB,KC,9,11,0,0,0.0,0,0,-10,0,0,0,0,0.0,1,2,16,2,0,79.7,62.2,42.8,64.0,,,39.7,60.0,13,2,0,0,0,205,23,3,0,8,0,13,0,0.0,1.2,,0
Nate Burleson,1386,WR,DET,16,11,1,1,23.5,20,1,85,9,16,1,31,57.0,5,6,11,2,0,56.3,62.3,30.8,,,61.6,71.2,67.8,20,6,757,73,642,285,0,0,110,84,0,85,31,2.82,7.7,1.18,0
Josh Johnson,4474,QB,TB,9,11,0,0,0.0,0,1,32,0,0,0,9,0.0,2,3,30,0,0,80.8,59.7,0.0,60.2,,56.3,62.6,60.6,14,1,0,0,4,35,35,5,2,6,0,67,14,1.27,6.1,0.0,0
John Beck,3656,QB,WAS,4,10,1,0,0.0,0,0,1,0,0,0,2,0.0,1,3,32,3,0,33.2,53.0,38.7,51.0,,,74.5,60.0,12,1,0,0,0,48,42,8,0,2,2,43,43,4.3,4.3,,0
Montell Owens,3452,HB,JAX,8,10,2,0,0.0,0,0,39,0,0,2,19,31.7,0,3,15,0,0,73.9,68.0,73.0,,41.8,54.7,72.7,60.0,9,0,2,2,13,11,0,0,3,12,0,39,19,1.9,3.9,0.15,0
John Clay,6445,HB,PIT,2,10,2,0,0.0,0,0,41,0,0,2,28,56.0,1,1,25,0,0,73.8,79.7,72.1,,76.0,55.7,77.5,60.0,10,0,0,0,4,12,0,0,0,10,1,41,28,2.8,4.1,0.0,0
Stefan Logan,4909,HB,DET,13,9,1,1,50.0,16,0,32,0,0,1,21,23.3,1,2,11,0,0,73.1,70.5,74.6,,,61.8,70.8,61.0,16,0,19,1,8,22,0,0,1,10,0,32,21,2.33,3.6,2.38,0
Kyle Boller,1335,QB,OAK,2,9,0,0,0.0,0,0,1,0,0,0,1,0.0,1,3,23,2,0,29.2,35.4,79.8,38.1,,,45.1,60.1,20,0,0,0,0,41,37,5,0,4,0,38,43,4.78,4.2,,0
DuJuan Harris,6595,HB,JAX,5,9,1,1,57.1,24,0,42,0,0,1,23,25.6,1,2,15,0,0,74.1,61.0,76.8,,79.0,52.7,61.4,59.7,24,0,4,1,25,15,0,0,1,10,0,42,23,2.56,4.7,0.16,0
Jake Locker,6160,QB,TEN,5,8,1,0,0.0,0,0,17,0,0,1,21,131.3,3,4,31,0,0,83.5,64.6,80.5,59.7,,,77.7,60.0,17,0,0,0,0,23,39,4,0,4,1,56,24,3.0,7.0,,0
Ted Ginn Jr.,3625,WR,SF,14,8,2,2,58.8,40,0,68,3,1,2,22,30.6,3,4,28,0,0,77.0,64.9,60.3,,,62.5,75.7,64.2,24,1,220,19,219,118,0,0,30,27,0,68,22,2.75,8.5,1.0,0
Thomas Clayton,3802,HB,CLV,3,8,2,0,0.0,0,0,12,0,0,2,8,22.2,0,1,8,0,0,72.5,49.3,72.4,,35.2,58.9,51.5,,4,0,3,1,7,8,0,0,1,9,0,12,8,1.0,1.5,0.43,0
Seneca Wallace,1422,QB,CLV,6,7,1,0,0.0,0,0,-4,0,0,0,0,0.0,3,4,8,1,0,68.8,62.4,83.1,57.5,,73.6,78.4,60.0,27,0,21,1,3,65,74,5,1,3,0,70,19,2.71,10.0,7.0,0
DeSean Jackson,4363,WR,PHI,15,7,1,1,43.9,18,0,41,8,1,1,17,7.5,2,2,24,0,0,81.3,70.3,65.0,,,69.1,70.7,68.2,18,1,961,58,544,281,0,0,95,65,0,41,17,2.43,5.9,1.77,0
Eddie Royal,4356,WR,DEN,12,7,1,0,0.0,0,0,48,5,2,1,22,36.3,3,3,10,0,0,76.6,52.9,87.4,,,49.6,70.9,61.5,11,0,155,19,244,211,0,0,45,26,0,48,22,3.14,6.9,0.64,0
Joshua Cribbs,2544,WR,CLV,16,7,1,1,68.8,22,0,32,5,10,1,21,68.8,1,1,8,0,0,79.9,73.2,70.3,60.0,70.4,71.8,75.9,63.4,22,1,518,41,351,182,0,0,63,48,0,32,21,3.0,4.6,1.48,0
Luke McCown,1827,QB,JAX,4,7,0,0,0.0,0,0,2,0,0,0,2,0.0,0,4,15,2,0,42.9,38.3,81.6,42.5,,,36.8,60.0,9,0,0,0,0,66,21,3,0,4,0,23,18,2.57,3.3,,0
Josh Vaughan,5289,HB,CAR,2,7,5,0,0.0,0,0,24,0,0,5,16,163.3,0,0,5,0,0,71.4,66.6,69.8,,,,65.3,59.8,9,0,0,0,0,11,0,0,0,7,0,24,16,2.29,3.4,,0
Antonio Brown,5718,WR,PIT,16,7,3,0,0.0,0,0,38,6,3,1,7,6.2,1,2,25,1,0,52.1,88.7,39.6,,,87.7,77.3,68.8,10,3,1108,69,425,153,3,1,120,75,0,41,7,1.0,5.9,2.61,0
Ahmard Hall,3336,FB,TEN,12,6,1,0,0.0,0,1,24,0,2,1,16,53.3,1,3,31,1,0,22.8,56.5,30.7,,51.3,69.6,40.5,61.8,12,2,46,9,54,163,0,0,12,15,0,24,16,2.67,4.0,0.85,0
Julio Jones,6158,WR,ATL,13,6,1,2,64.3,36,0,56,8,12,1,16,57.8,3,4,2,1,0,43.1,70.8,46.4,,,68.9,81.8,74.1,19,3,959,54,456,220,0,0,91,60,0,56,16,2.67,9.3,2.1,0
Dan Orlovsky,2362,QB,IND,8,6,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,14,6,0,39.2,57.1,57.3,58.0,,,43.0,60.0,7,1,0,0,0,149,9,2,0,4,0,5,4,0.67,0.8,,0
Steve Smith,837,WR,CAR,16,6,0,1,41.1,23,0,56,6,15,0,24,70.6,2,3,5,3,0,44.0,83.3,46.7,,65.7,83.2,76.8,64.7,23,7,1394,79,589,336,0,0,127,85,0,56,24,4.0,9.3,2.37,0
Kellen Clemens,2994,QB,SL,3,6,1,0,0.0,0,0,0,0,0,0,0,0.0,1,1,26,2,0,57.9,55.1,83.1,54.5,61.3,,57.8,60.0,18,1,0,0,0,82,37,5,1,1,1,37,27,4.5,6.2,,0
Arrelious Benn,5564,WR,TB,14,6,4,0,0.0,0,0,-7,8,2,4,22,61.1,0,0,30,0,0,78.1,61.4,10.0,,68.1,60.6,60.6,79.2,9,4,441,30,278,202,0,0,50,36,0,-7,22,3.67,-1.2,1.59,0
Louis Murphy Jr.,5048,WR,OAK,11,6,2,2,60.9,42,1,69,2,2,2,24,76.2,4,4,23,0,0,75.5,54.8,12.0,,,53.7,66.3,67.9,27,2,241,15,157,88,0,0,34,21,1,69,24,4.0,11.5,1.54,0
Darrel Young,5438,FB,WAS,13,6,2,0,0.0,0,0,33,1,3,2,22,87.3,1,6,32,0,0,75.5,68.0,82.7,,50.2,62.6,73.6,65.1,12,1,146,15,90,163,0,0,19,21,1,33,22,3.67,5.5,1.62,0
Tyler Palko,4031,QB,KC,6,5,0,0,0.0,0,0,-6,0,0,0,0,0.0,1,1,16,1,0,65.8,43.6,50.5,44.2,,,53.6,60.7,12,2,0,0,0,124,20,2,0,3,0,14,1,0.2,2.8,,0
Chris Redman,635,QB,ATL,5,5,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,2,0,0,78.3,45.4,78.9,45.2,,,56.5,60.0,-1,0,0,0,0,36,0,0,0,5,0,-6,0,0.0,-1.2,,0
Jeremy Kerley,6305,WR,NYJ,14,5,2,1,57.1,16,0,28,2,3,2,18,52.9,1,1,22,0,0,77.9,69.9,81.5,70.0,65.7,67.9,69.9,58.8,16,0,314,29,223,66,0,0,44,34,0,28,18,3.6,5.6,1.41,0
Da'Rel Scott,6373,HB,NYG,6,5,1,0,0.0,0,0,16,0,0,1,7,20.0,0,1,21,1,0,18.3,49.7,72.6,,70.7,59.5,47.2,,8,0,13,2,10,5,0,0,2,7,0,16,7,1.4,3.2,1.3,0
Aaron Hernandez,5637,TE,NE,14,5,0,2,77.8,35,0,45,5,23,0,12,65.7,2,2,19,1,0,29.5,79.9,68.0,,60.0,81.3,61.8,69.3,19,2,910,79,484,326,0,0,108,84,0,45,12,2.4,9.0,1.88,0
Mike Wallace,5007,WR,PIT,16,5,1,3,91.2,52,0,57,4,13,1,18,65.5,3,4,25,0,0,82.0,80.4,67.0,,,79.4,80.2,64.6,21,2,1193,72,552,333,0,0,113,77,0,57,18,3.6,11.4,2.16,0
Allen Bradford,6339,HB,TB,1,5,0,0,0.0,0,0,13,0,0,0,6,0.0,0,0,30,0,0,69.7,52.8,67.3,,,59.7,54.3,,4,0,0,0,1,5,0,0,0,5,0,13,6,1.2,2.6,0.0,0
Andrew Hawkins,6125,WR,CIN,13,5,1,0,0.0,0,0,25,0,3,1,17,48.6,0,2,7,0,0,76.7,82.8,78.7,,,79.3,75.4,77.7,8,0,263,23,132,35,0,0,33,28,0,25,17,3.4,5.0,1.99,0
Brit Miller,5340,FB,SL,12,5,0,0,0.0,0,0,14,0,1,0,11,27.5,1,1,26,0,0,71.4,49.5,0.0,,54.6,63.7,63.5,47.3,12,1,41,3,24,85,0,0,3,8,0,14,11,2.2,2.8,1.71,0
Denarius Moore,6300,WR,OAK,13,5,2,2,78.7,48,0,61,2,1,2,13,20.5,3,3,23,0,0,78.6,76.7,71.3,,64.5,73.5,90.4,70.4,25,1,618,33,333,252,0,0,73,38,1,61,13,2.6,12.2,1.86,0
A.J. Green,6156,WR,CIN,15,5,0,2,69.8,37,4,53,5,2,0,0,0.0,2,3,7,1,0,81.5,72.8,0.0,,,75.7,54.4,64.0,22,10,1057,65,497,357,0,0,111,70,0,53,0,0.0,10.6,2.13,0
Billy Volek,768,QB,SD,2,5,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,27,0,0,69.7,56.3,72.6,,,,56.5,60.0,-1,0,0,0,0,11,0,0,0,5,0,-5,0,0.0,-1.0,,0
Golden Tate,5585,WR,SEA,16,5,1,0,0.0,0,1,14,0,13,1,11,77.0,1,1,29,1,0,78.4,74.6,49.1,,,74.8,65.8,66.6,14,3,382,35,287,224,0,0,54,40,0,14,11,2.2,2.8,1.33,0
Jacoby Jones,3689,WR,HST,16,4,0,1,88.2,15,1,17,3,5,0,10,35.7,1,1,13,0,0,77.7,64.2,63.8,,65.9,62.4,61.5,74.2,15,2,512,31,393,381,0,0,58,35,0,17,10,2.5,4.3,1.3,0
Charlie Whitehurst,3026,QB,SEA,3,4,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,29,2,0,82.5,49.6,3.6,50.9,,,57.8,60.0,7,1,0,0,0,30,14,3,0,1,0,13,2,0.5,3.3,,0
Owen Marecic,6276,FB,CLV,14,4,0,0,0.0,0,1,8,0,0,0,5,0.0,0,1,8,1,0,19.6,54.9,31.2,,46.2,39.3,54.0,68.5,3,1,31,5,75,137,0,0,6,9,0,8,5,1.25,2.0,0.41,0
Michael Robinson,3045,FB,SEA,14,4,0,0,0.0,0,0,7,0,0,0,4,0.0,0,1,29,1,0,22.2,52.6,81.3,,80.5,76.2,33.4,53.2,3,0,74,9,38,162,0,0,13,13,0,7,4,1.0,1.8,1.95,0
Jacoby Ford,5632,WR,OAK,8,4,1,1,96.8,30,0,31,1,3,1,29,126.1,1,1,23,2,0,25.5,72.8,1.2,,,74.5,62.8,65.1,30,2,283,19,115,84,0,0,32,23,0,31,29,7.25,7.8,2.46,0
Pierre Garcon,4519,WR,IND,16,4,1,1,64.3,18,0,28,5,8,1,5,15.2,1,1,14,2,0,26.6,66.6,57.7,,,65.4,58.8,77.7,18,2,947,70,570,350,0,0,123,74,0,28,5,1.25,7.0,1.66,0
Owen Schmitt,4477,FB,PHI,16,4,0,0,0.0,0,1,6,0,2,0,3,21.4,0,0,24,0,0,70.6,48.9,82.4,,54.9,62.3,50.0,45.2,4,1,32,3,69,71,0,0,7,7,0,6,3,0.75,1.5,0.46,0
Stephen McGee,5024,QB,DAL,1,4,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,9,0,0,79.9,60.2,0.0,58.9,,,69.1,60.0,12,1,0,0,0,17,28,4,0,0,0,28,2,0.5,7.0,,0
Tony Fiammetta,5052,FB,DAL,10,4,0,0,0.0,0,0,4,2,0,0,3,0.0,0,1,9,0,0,70.6,55.9,81.6,,54.4,37.6,56.5,62.0,3,2,39,3,41,165,0,0,5,7,0,4,3,0.75,1.0,0.95,0
Julian Edelman,5156,WR,NE,12,4,0,0,0.0,0,1,8,0,2,0,1,6.3,0,2,19,0,0,71.1,59.0,79.1,,,56.1,65.4,64.7,6,2,32,4,60,55,0,0,8,8,0,8,1,0.25,2.0,0.53,0
Bruce Miller,6363,FB,SF,13,4,0,0,0.0,0,0,8,0,2,0,7,23.3,0,2,28,1,0,22.7,63.7,0.0,,38.8,59.9,39.8,80.0,3,4,83,11,73,217,0,0,13,15,0,8,7,1.75,2.0,1.14,0
Wes Welker,2204,WR,NE,16,4,1,1,63.3,19,0,30,13,12,1,6,15.5,2,2,19,0,0,85.2,90.4,64.2,,65.9,90.3,62.9,80.1,19,2,1569,122,606,360,0,0,169,126,0,30,6,1.5,7.5,2.59,0
Brian Hoyer,5277,QB,NE,3,4,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,19,0,0,69.4,68.5,72.9,74.0,,,56.9,60.0,0,0,0,0,0,11,0,0,0,4,0,-3,0,0.0,-0.8,,0
Torrey Smith,6210,WR,BLT,16,4,0,2,82.1,32,0,39,7,2,0,6,5.6,3,3,3,1,0,39.3,68.6,78.2,,,67.6,67.2,65.1,16,2,841,50,519,332,0,0,90,54,0,39,6,1.5,9.8,1.62,0
