source,block,path,arm,complete,failure_reason,salary_spend,cap_legal,position_legal,top_n_legal,roster
actual,2,7,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Romeo Doubs | Tony Pollard
actual,2,8,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,9,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Tony Pollard
actual,2,10,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jalen Coker | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Tony Pollard
actual,2,11,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,12,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,13,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Tony Pollard
actual,2,14,baseline,True,,294.0,True,True,True,Ashton Jeanty | Blake Corum | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Parker Washington | Quentin Johnston | Tony Pollard
actual,2,15,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rashid Shaheed | Rhamondre Stevenson | Tony Pollard
actual,2,16,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,17,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Makai Lemon | Rhamondre Stevenson | Tony Pollard
actual,2,18,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,19,baseline,True,,296.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | Jameson Williams | Kyren Williams | Mark Andrews | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,20,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,21,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Josh Downs | Kyren Williams | Rhamondre Stevenson | Tony Pollard
actual,2,22,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,23,baseline,True,,296.0,True,True,True,Ashton Jeanty | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Michael Wilson | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,24,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Chris Godwin Jr. | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Tony Pollard
actual,2,25,baseline,True,,297.0,True,True,True,Ashton Jeanty | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,26,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jalen Coker | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Tony Pollard
actual,2,27,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,28,baseline,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Stefon Diggs | Tony Pollard
actual,2,29,baseline,True,,296.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Courtland Sutton | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jadarian Price | Khalil Shakir | Kyren Williams | Tony Pollard
actual,2,30,baseline,True,,297.0,True,True,True,Ashton Jeanty | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Michael Pittman | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,31,baseline,True,,294.0,True,True,True,Ashton Jeanty | Cam Ward | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Makai Lemon | Michael Wilson | Rhamondre Stevenson | Tony Pollard
actual,2,0,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,1,shortlist,True,,296.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Dallas Goedert | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,2,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,3,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,4,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,5,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Stefon Diggs
actual,2,6,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,7,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Romeo Doubs
actual,2,8,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,9,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson
actual,2,10,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jalen Coker | Jameson Williams | Kyren Williams | Rhamondre Stevenson
actual,2,11,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,12,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,13,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson
actual,2,14,shortlist,True,,294.0,True,True,True,Ashton Jeanty | Blake Corum | Cam Ward | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Parker Washington | Quentin Johnston | Rhamondre Stevenson
actual,2,15,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rashid Shaheed | Rhamondre Stevenson | Tony Pollard
actual,2,16,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,17,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Makai Lemon | Rhamondre Stevenson
actual,2,18,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,19,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Mark Andrews | Quentin Johnston | Rhamondre Stevenson
actual,2,20,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,21,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Josh Downs | Kyren Williams | Rhamondre Stevenson
actual,2,22,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,23,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Michael Wilson | Quentin Johnston | Rhamondre Stevenson
actual,2,24,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Chris Godwin Jr. | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson
actual,2,25,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Marvin Harrison Jr. | Quentin Johnston | Rhamondre Stevenson
actual,2,26,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jalen Coker | Jameson Williams | Kyren Williams | Rhamondre Stevenson
actual,2,27,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Quentin Johnston | Rhamondre Stevenson
actual,2,28,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Rhamondre Stevenson | Stefon Diggs
actual,2,29,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Courtland Sutton | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jadarian Price | Khalil Shakir | Kyren Williams | Rhamondre Stevenson
actual,2,30,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Michael Pittman | Quentin Johnston | Rhamondre Stevenson
actual,2,31,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Cam Ward | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Kyren Williams | Makai Lemon | Rhamondre Stevenson
actual,2,0,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,1,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Brian Thomas Jr. | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Sam LaPorta | Tony Pollard
actual,2,2,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,3,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,4,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,5,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Stefon Diggs | Tony Pollard
actual,2,6,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,7,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Khalil Shakir | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,8,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,9,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,10,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jalen Coker | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,11,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,12,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,13,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | De'Zhaun Stribling | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,14,full_exact,True,,293.0,True,True,True,Ashton Jeanty | Blake Corum | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Parker Washington | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,15,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Tony Pollard | Xavier Worthy
actual,2,16,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,17,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Makai Lemon | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,18,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,19,full_exact,True,,295.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | Jameson Williams | Mark Andrews | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,20,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Jordan Addison | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,21,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Josh Downs | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,22,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,23,full_exact,True,,295.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Michael Wilson | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,24,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Tony Pollard | Wan'Dale Robinson
actual,2,25,full_exact,True,,296.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Marvin Harrison Jr. | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,26,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jalen Coker | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,27,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,28,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Daniel Jones | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Rhamondre Stevenson | Stefon Diggs | Tony Pollard
actual,2,29,full_exact,True,,296.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | Courtland Sutton | De'Von Achane | Drake Maye | Jadarian Price | Mark Andrews | Marvin Harrison Jr. | Matthew Stafford | Rhamondre Stevenson | Tony Pollard
actual,2,30,full_exact,True,,296.0,True,True,True,Ashton Jeanty | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Matthew Stafford | Michael Pittman | Quentin Johnston | Rhamondre Stevenson | Tony Pollard
actual,2,31,full_exact,True,,293.0,True,True,True,Ashton Jeanty | Cam Ward | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Kittle | Jameson Williams | Makai Lemon | Matthew Stafford | Michael Wilson | Rhamondre Stevenson | Tony Pollard
actual,3,0,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jakobi Meyers | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,1,baseline,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Tony Pollard | Tyler Warren | Wan'Dale Robinson
actual,3,2,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,3,baseline,True,,294.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | Garrett Wilson | George Pickens | Kenyon Sadiq | Tony Pollard | Tyler Warren
actual,3,4,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,5,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,6,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,7,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,8,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Makai Lemon | Tony Pollard | Tyler Warren
actual,3,9,baseline,True,,296.0,True,True,True,Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Jakobi Meyers | Jalen Coker | Jared Goff | TreVeyon Henderson | Tyler Warren
actual,3,10,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,11,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,3,12,baseline,True,,297.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | Tony Pollard | Tyler Warren | Xavier Worthy
actual,3,13,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Jacobs | KC Concepcion | Tony Pollard | Tyler Warren
actual,3,14,baseline,True,,296.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
